Movie Name,Storyline
Five Friends,"Trapped on Mount Madyopuro because they violated a myth, Bagas, Lenni, Dicky, Juna and Andrew became suspicious of each other that one of them was a ghost."
Bionic,"When the progress of robotics makes Paralympic athletes the new sports stars, Maria dreams of competing against her sister. For that, she will have to enter a world of crime and violence."
404 Run Run,"Nakrob, a young real estate swindler, discovers an abandoned hillside hotel by the beach. Seeing an opportunity, he decides to turn it into a luxury hotel scam."
Street Trash,A group of homeless misfits must fight for survival when they discover a plot to exterminate every homeless person in the city.
Erdal and Ece,The story of a married couple who experience funny conflicts in their relationship.
Nonostante,"A man spends his days in hospital without too many worries. He has been hospitalized, safe from everything, without responsibilities and problems. That routine runs smoothly until a new person is admitted to the same ward."
The House on Laura Anne Dr.,A young couple move to Florida for a fresh start only to realize their new home has something sinister lurking.
La Casa,"After the death of their father Antonio, his three grown children and their families gather at his modest vacation home to prepare it for sale. During their short stay, long-buried memories and secrets rise to the surface."
Amy Winehouse,"Amy Winehouse, an English singer-songwriter known for her distinct vocals and musical blend, rose to fame but battled substance abuse and mental health struggles. she passed away in 2011 at age 27, leaving a powerful musical legacy."
She Taught Love,"A guy, Frank, on a self-destructive path. A girl, Mali, with an expiration date. What a perfect time to meet and fall in love."
31st Movie,"After being raped by her boyfriend on New Year's Eve, Kinjal faces police indifference and takes her life. Her sister fights a legal battle for justice. Will she succeed?"
Infinite Summer,Three young women's week at the beach turns into a transhumanist mystery romp in one Estonian summer.
So Good! The Neil Diamond Experience,"Broadway, Television and Film star, Robert Neary creates an unforgettable tribute to one of the greatest musical artists in history. This documentary/concert was filmed in front of 10,000 people at the Harry Chapin Lakeside Theatre, In East Meadow NY. Now with half a million fans worldwide and counting, along with 1000's of reviews all over the internet and social media, ""So Good The Neil Diamond Experience"" is selling out venues all over the country and being hailed as ""the most authentic and professional tribute to Neil Diamond, ever"""
Dharmaveer 2,"Explores Anand Dighe's life, tracing his political journey and capturing the essence of his impactful legacy as a prominent figure."
Serpent's Path,A mysterious woman teams up with a man whose daughter was killed and who is now seeking revenge. Together they kidnap members of an organization and torture them to find out what really happened.
Sir,The people of Mangollai village like Colochi Saami and Saamikannu opposed education for the poor while people like Annadurai and Sivangaanam fought against oppression.
Mukhya Gamanika,"A young constable stumbles into a deadly maze. The tragic murder of his father, coinciding with the disappearance of a husband, ignites a chase for the truth, forcing him to confront hidden dangers and protect what's dear."
Reputation,A drug dealer begins to question his life choices when his violent partner-in-crime is released from prison.
Kuyang,"A candidate of civilian servant named Bimo was assigned to an isolated village in Borneo island and brought his wife, Sriatun, who was pregnant. Strange events began to occur since their arrival in the village."
Fasal,A farmer's story highlighting the challenges and hardships he faces while navigating the market value of his crops.
The Bodyguard,"Former special police sniper Zhong Xiaonan was hired by security company Gao Bin to protect the son of Chinese scientist Lin Heng, Lin Zihao, from returning to China. The scientific research achievements mastered by the Lin father and son have aroused the covetousness of overseas tycoons. They sent a killer group to try to kidnap Lin Zihao and steal core data, and even colluded with local police officials to launch a heavy siege on Zhong Xiaonan and Lin Zihao. In danger, Zhong Xiaonan teamed up with Chinese police officer Peter and resolutely decided to fight against evil forces to the end, and overthrow all ""black evil""."
In Fidelity,"Lyle and Holly, a happily married New York couple decide to test the romantic boundaries of their monogamous relationship. Soon, a hypothetical love triangle with their rock star neighbor becomes a reality they must now navigate."
Riders,"Nut, a young rider, got to know a beautiful girl named Pie by chance, but when Pie mysteriously disappeared, Nut and two other rider friends went out to find her."
Borderless Fog,A detective is forced to confront the ghosts of her past while investigating a mysterious serial murder case along the Indonesia-Malaysia border.
Linya,"Gia is a struggling bartender who is also a kept woman of a politician. With a budding romance at work, Gia must fight the urge to see another man before it's too late."
Satisfied,Renée Elise Goldsberry's journey navigating motherhood and her role in the groundbreaking musical Hamilton.
The Firing Squad,Based on the true story of three Christian prisoners who face execution in a third world country and how their joy in Christ results in a stunning conclusion.
Dukaan,"A girl who becomes a surrogate mother, becoming the relief for couples with issues."
Éden & Charlie,"In an uninhabited house, Éden and Charlie meet and, through their explorations, discover hidden secrets that force them to confront their repressed desires and come to terms with their identities."
