Movie Name,Storyline,Cleaned_Storyline
I Can't Live Without You,"After he turns a family event into a disaster, a workaholic must choose between his marriage and his phone after his wife issues him an ultimatum.",turns family event disaster workaholic must choose marriage phone wife issues ultimatum
Ahl Al Kahf,"The film deals with a fictional framework, the story of three people who wake up from their sleep after three centuries, and find themselves in a time other than the time in which they lived before, and they live in a struggle with time.",film deals fictional framework story three people wake sleep three centuries find time time lived live struggle time
Art Spiegelman: Disaster Is My Muse,"The life and work of the Pulitzer-prize-winning career of the cartoonist, Art Spiegelman.",life work pulitzer prize winning career cartoonist art spiegelman
Drinker Sai,"Heartbroken and spiraling into alcoholism, a jilted lover desperately pursues his former muse, unwilling to accept their relationship's end.",heartbroken spiraling alcoholism jilted lover desperately pursues former muse unwilling accept relationship end
My Favourite Things: The Rodgers & Hammerstein 80th Anniversary Concert,"Landmark anniversary concert celebrating 80 years of Rodgers and Hammerstein, featuring iconic songs from Oklahoma!, Carousel, South Pacific, Cinderella, and The Sound of Music performed with original arrangements in London, December 2023.",landmark anniversary concert celebrating years rodgers hammerstein featuring iconic songs oklahoma carousel south pacific cinderella sound music performed original arrangements london december
Suburban Nightmare,"A family struggling to make ends meet uses an online rental app to share their home, allowing a guest with a violent past into their residence.",family struggling make ends meet uses online rental app share home allowing guest violent past residence
The Formula for Water,"Dana goes in search of her father, a scientist who has invented a machine that can solve an important problem - the lack of drinking water. A real traveling circus will help her in her search.",dana goes search father scientist invented machine solve important problem lack drinking water real traveling circus help search
Letters at Christmas,"Amidst renovation of an old hotel, a divorcing couple's marriage gets a chance when their kids find love letters from the past. Saving their parents' marriage before a developer buys the hotel becomes the siblings' mission.",amidst renovation old hotel divorcing couple marriage gets chance kids find love letters past saving parents marriage developer buys hotel becomes siblings mission
Jerry,"Revolves around the lives of two families, where a mouse creates infinite chaos.",revolves around lives two families mouse creates infinite chaos
Perempuan Pembawa Sial,"Mirah, a woman whose life is haunted by a curse. Instead of experiencing the joy of being loved, Mirah brings misery to every man who approaches her.",mirah woman whose life haunted curse instead experiencing joy loved mirah brings misery every man approaches
Dalej jazda!,"The story of elderly, lovable couple. He decides to fulfill his wife dream and take her on a sentimental journey on their own terms. The preparations and the trip itself bring closer the entire family closer.",story elderly lovable couple decides fulfill wife dream take sentimental journey terms preparations trip bring closer entire family closer
Dandupalayam,Based on the infamous criminal gang that murdered countless individuals.,based infamous criminal gang murdered countless individuals
Campton Manor,An author tries to investigate a decades old mystery and finds himself stuck in his own ghost story.,author tries investigate decades old mystery finds stuck ghost story
Une pastorale américaine,"The struggle within a rural central Pennsylvanian community over the future of their public schools, where a vitriolic debate over books cloaks a more fundamental question: the future of America' secular democracy.",struggle within rural central pennsylvanian community future public schools vitriolic debate books cloaks fundamental question future america secular democracy
